hypothesis,references
Who produced 'TGIF'?,What was the name of ABC's daytime show that ended in 1986?
What was ABC's first movie?,What type of programming did ABC have in the late 1950s?
Who was the ABC Entertainment president in 1957?,Who was the ABC Entertainment president at the time of the launch of 'Bandsstand'?
Who owns the largest ABC affiliate?,What is the name of the ABC affiliate owned by Sinclair Broadcast Group?
What television stations are owned by ABC?,"What was the name of the NBC affiliate in St. Joseph, Missouri?"
Who did Genghis Khan defeat?,Who did Genghis Khan defeat at the end of his life?
When was Temüjin born?,What was Temüjin's birth name?
Who killed Temüjin?,Who killed Temüjin's half-brother in 1177?
Who was Temüjin's father?,Who helped Temüjin escape from the tomb?
Who kidnapped Börte?,Who took Börte's children?
Who did Toghrul support?,Who was Toghrul's father's anda's son?
What did Temüjin give to the conquered tribe?,What did Toghrul give to his son?
Who did Jamukha ally with?,Who did Jamukha ally with in 1201?
What did Jamukha ask for?,Who did Jamukha ask for a noble death?
Who was Genghis Khan's son?,Who was the commander of the Khagan?
Who was Genghis' third son?,Who was Genghis Khan's younger son?
Who was Khwarezmia's governor?,Who was the leader of the Khwarezmian dynasty?
How many troops did the Khwarezmian army have?,How many armies did the Khwarezmian Empire have?
Who killed Inalchuq?,What did Genghis Khan order the Mongols to take over?
What did Genghis Khan call the Mongols?,What did Genghis Khan say the Mongols had done to him?
Who led the Mongol army?,Who was the leader of the Mongol army?
When did Genghis Khan die?,What river did Genghis Khan cross?
Who was Genghis Khan's successor?,Who did Genghis Khan appoint as successor to Jochi?
Who was Jochi's father?,Who did Juzjani believe was killed by Genghis Khan?
Who killed Genghis Khan?,What did Genghis Khan die of?
What was Genghis Khan's burial site?,What is the name of the Mongolian monastery where Genghis Khan's mausoleum was found?
Who created the Yassa?,Who was the leader of the Mongol empire?
Who was Genghis Khan's mentor?,Who was the leader of the Mongol Empire at the time of Genghis Khan's death?
Who was Genghis Khan's trusted lieutenant?,Who did Genghis Khan believe could be trusted to govern cities and states?
Who led the Mongol army?,Who was the leader of the Mongol Empire at the time of his death?
What was Genghis Khan known for?,What did Genghis Khan do for the Mongolian people?
What is the Mongolian name for Genghis Khan?,What is the name of the Mongolian government's official official official official official official official official official?
Who founded the Yuan dynasty?,Who was the leader of the Yuan dynasty?
Who attacked Baghdad?,Who destroyed much of Iran's northern part in the Mongol invasion?
What is another name for tenggis?,What Mongolian word did the Mongols use to describe the sea?
What is the origin of the word pharma?,What are the original Greek roots of the word pharma derived from?
What do pharmacists do?,What do pharmacists do to ensure optimal health outcomes?
Who is Pedanius Dioscorides?,Who did Pedanius Dioscorides work with?
What was the status of pharmacists in the Middle East?,What was the status of pharmacists in the Middle East in the early Nara period?
Who founded the Esteve Pharmacy?,Who opened the Esteve Pharmacy in 1221?
What do pharmacists often specialize in?,What do pharmacists need to do in order to be able to work in a specific area?
Where can hospital pharmacies be found?,Where do hospital pharmacists often find their medication?
What do clinical pharmacists monitor?,What does the clinical pharmacist's role involve?
What hospitals do consultant pharmacists work for?,What is the official designation for consultant pharmacists in the United States?
When did Internet pharmacies become popular?,When did some Internet pharmacies begin to sell drugs?
What is a concern with Internet pharmacies?,What is one of the main concerns with Internet pharmacies?
What is the purpose of importing drugs from Canada?,What is the purpose of importation of pharmaceuticals from Canada?
What do specialty pharmacies provide?,What do specialty pharmacies do to meet the needs of patients?
What is the minimum distance between a patient's home and the nearest retail pharmacy?,What is the minimum distance between a patient's home and the nearest retail pharmacy in the United States?
What is the reason for the majority rule?,What is the main reason for the majority rule in the UK?
What doesMTM stand for?,What do pharmacists in Canada receive remuneration from?
What is the Gaper?,What are the two symbols most commonly associated with pharmacy in the English-speaking countries?
What does the immune system protect against?,What are the immune system classified as?
What does the immune system consist of?,What type of immune system does the immune system consist of?
What is immunodeficiency?,What does immunodeficiency cause in humans?
Who developed immunodeficiency?,Who discovered that certain dogs and mice were immune to the immune system?
Who discovered the yellow fever virus?,Who first confirmed the existence of the yellow fever virus?
What does the immune system distinguish between?,What is the name of the immune system's ability to distinguish between self and non-self molecules?
What does the immune system recognize?,What do the cells and mechanisms of an organism's immune system rely on to protect them from infection?
What does semen contain?,What is the name of the enzyme that acts as a barrier between bacteria and the skin?
What is one of the first responses of the immune system to infection?,What do eicosanoids and cytokines contain?
What is phagocytosis?,What does phagocytosis involve?
What are phagocytes?,What are phagocytes a part of?
What is the term for cells with low levels of a cell-surface marker called?,What is the term for cells with low levels of a cell-surface marker called that are able to recognize specific pathogens?
What are the two major subtypes of T cells?,What are the two major subtypes of T cells that recognize specific targets?
What does the T cell release when it is activated?,What does the T cell release when it is stimulated by an antigen-presenting cell?
What doGamma delta T cells produce?,What type of cells doGamma delta T cells have?
What is passive immunity?,What type of antibodies are transferred to the gut of a newborn?
What do female sex hormones act as?,What are female sex hormones known to be responsible for?
What do Tumor antigens contain?,What type of cells do Tumor antigens produce?
What are PAMPs?,What do cells at the site of infection undergo to prevent the spread of the disease to other parts of the body?
What is immunization?,What do immunodeficiencies occur when one or more of the components of the immune system are active?
Who created the CST?,"What is another name for ""nonself"" cells?"
What are some anti-inflammatory drugs?,What anti-inflammatory drugs are used in conjunction with anti-inflammatory drugs?
What does the T-cell express when it encounters a foreign pathogen?,What do T-cells express when they encounter a foreign pathogen?
What do vertebrates lack?,What type of molecules do vertebrates use to protect themselves from viruses?
Who argued that cells were responsible for immune responses?,Who suggested that the active immune agents were soluble components of phage?
What is TGF-β?,What is an immune response that damages the body's own tissues called?
What is an example of an intracellular pathogen?,What is an example of an evasion strategy used to avoid the immune system?
What is tyrosinase?,What is tyrosinase used to transform certain skin cells into tumors?
What does the term immunogenicity come from?,What is the term for the milieu of hormones produced at the time of sleep deprivation?
What is the origin of the Rose Revolution?,What is one of the many ways people have rebelled against what they feel to be unfair laws?
Who is Oedipus?,Who did Oedipus fight against in the 1919 Revolution?
Who is Antigone trying to stop?,Who is Antigone trying to stop from doing what?
Who wrote 'The Mask of Anarchy'?,Who wrote the poem 'The Mask of Anarchy' in 1819?
Who wrote 'civil disobedience'?,"Who coined the term ""civil disobedience"" in modern times?"
Who coined the term civil disobedience?,"Who wrote that ""civil disobedience has always suffered from what?"
What is civil disobedience usually defined as?,What does LeGrande define civil disobedience as being?
Who is the head of government of a country?,Who would the head of government of a country refuse to enforce a decision of the highest court?
Who is the final judge of right and wrong?,Who is the final judge of right and wrong in Thoreau's philosophy?
Who can civil disobedience be justified against?,Who can civil disobedience be justified if it reflects a larger challenge to the legal system that permits those decisions to be taken?
What is it usually recognized that lawbreaking must be publicly announced in order to constitute civil disobedience?,What is it usually recognized that lawbreaking must be publicly announced in order to be considered civil disobedience?
What is the definition of civil disobedience?,What does Black's Law Dictionary say civil disobedience must be in regards to?
Who was responsible for the Hungarian Revolution?,Who is said to have directed civil disobedience against Austria's government?
What is non-revolutionary civil disobedience?,When did non-revolutionary civil disobedience begin?
When was Thoreau arrested?,When did Thoreau's civil disobedience take place?
How long has a California Redwood tree lived in Luna?,How long have civil disobedients been able to keep their illegal acts from being destroyed?
What is pure speech?,"Who was arrested for sending an email to Lebanon, New Hampshire city councilors?"
How can civil disobedience be considered coercive?,How did the Plowshares organization temporarily shut down Waihopai?
What do civil disobedients want to do?,What do civil disobedients try to do when they are asked about their property?
What do civil disobedients believe it is incumbent upon them to do?,What do civil disobedients believe it is incumbent upon them to do when they are accused of violating a law?
What did Heisler advise protesters to do?,What did Heisler advise protesters to do when asked to enter the nuclear test site?
What is the key point of a blind plea?,What do some activists decide to do instead of pleading guilty to a misdemeanor?
What was Burgos-Andujar's goal?,What did Burgos-Andujar's statement suggest about his actions?
What is a civil disobedience?,What type of disobedience does Bayles argue is not civil disobedience?
What is the most important consideration in deciding whether or not to impose punishment?,What is the most important consideration in deciding whether or not to impose punishment on an individual?
What does construction typically consist of?,What is the process of building a building or infrastructure called?
What are the three sectors of construction called?,What are the three sectors of construction referred to as?
What are construction managers?,What are some categories of construction companies in the Standard Industrial Classification?
What is the main requirement of building construction?,What do construction workers have to do to ensure a positive result?
How long does it take to build a building?,How long does it take for a 3D printer to print building material?
What does the modern trend in design focus on?,"What type of contracts do architects, interior designers, engineers, and general contractors typically have?"
What do construction projects suffer from?,What is one of the main reasons construction projects can suffer from financial problems?
What do some legal requirements come from?,Who is responsible for building a project that fails to adhere to codes?
What doPPPs stand for?,What type of contracts are PPPs?
Who acts as the project coordinator?,Who has a direct contractual relationship with the architect?
How much of the construction industry is private?,How much of the U.S. construction industry is private or public?
How many construction workers are employed in the Middle East?,What is the average salary for a construction worker in the US?
What are private schools known as?,What do private schools retain the right to charge their students?
What is another name for private schools?,What is the term for private schools in the UK?
What type of school is St Aloysius' College?,What type of school does St. Aloysius' College have?
What is another name for private schools?,What law protects private schools from a second Gleichschaltung or similar event in the future?
What type of schools are private schools?,What type of schools are most private schools in Germany?
What does ASER stand for?,What is the official name of the private school in India?
What is the average fee for a private school in Malaysia?,What was the average fee for a private school in Malaysia?
How many private schools are in New Zealand?,How many private schools in New Zealand are fully funded by the government?
What type of school is St Margaret's College?,What type of school is St Margaret's College in?
When was the revised Manual of Regulations for Private Schools issued?,When was the revised Manual of Regulations for Private Schools introduced?
When was the South African Schools Act passed?,In what century did South Africa allow private schools to be run?
How many students attend Kunskapsskolan?,How many students are enrolled in Kunskapsskolan?
What type of students moved to private schools?,What type of students did the Brown v. Board of Education require private schools to desegregate?
In what state did private schooling begin?,What was the name of the Supreme Court case that allowed private schools to receive public funding?
Who founded Harvard?,Who was the founder of Harvard College?
How many Harvard libraries are there?,How many of Harvard's libraries are located in the Harvard Yard?
When was Harvard formed?,What was the name of Harvard's college?
Who founded Common Sense Realism?,Who was the president of Harvard in 1846?
Who was the president of Harvard in 1933?,Who was president of Harvard in 1933-1953?
How far is Harvard's main campus from Cambridge?,How far away is Harvard's main campus from the Cambridge campus?
How many students attend Harvard?,How many students do Harvard's students have?
What was Harvard's financial aid reserve in 2011?,What was Harvard's total financial aid reserve as of 2012?
When did Harvard end its Early Action program?,How many classes did Harvard's Early Action program require students to take?
What is Harvard's annual tuition?,What was the cost of Harvard's 2012-13 school year for students?
What is the name of the Harvard University Library System?,What is the name of the Harvard University Library System's collection?
When did Harvard Stadium open?,When did Harvard Stadium become the first permanent reinforced concrete stadium in the world?
What is the name of the Harvard-Yale Regatta?,What is the Harvard-Yale Regatta's name?
Who is the president of Costa Rica?,Who was the president of Costa Rican Republic in the early 20th century?
Who is the county seat of Duval County?,What is the most populous city in Florida?
How many US Navy bases are in Jacksonville?,What is the name of the largest US military base in Florida?
Who discovered the St. Johns River?,Who was responsible for the discovery of the St. Johns River in the 16th century?
When did Spain conquer Florida?,What was the name of the Spanish settlement in Florida?
What event occurred in 1864?,What was the name of the battle that took place in Jacksonville in 1862?
What was Jacksonville's main industry?,What did Governor Jennings do in response to the fire in 1901?
What did Jacksonville's population decline after?,What led to the decline of the city's population?
What did Jacksonville voters do in 1964?,What type of government did the city of Jacksonville have in the mid-1960s?
What is Jacksonville's name?,What is the name of the river that divides Jacksonville from the rest of the US?
What is the tallest building in Jacksonville?,What is the height of the Bank of America Tower in Jacksonville?
What type of weather does Jacksonville have?,What type of weather does Jacksonville get in the summer?
What is Jacksonville's population?,What ethnicity does Jacksonville have the country's tenth-largest?
How much of the world's wealth does the richest 1% own?,How much of the world's wealth is in the hands of the richest 1% of people?
What do the richest 1% of adults own?,How much of the world's wealth is in the hands of the richest 1% of the population?
What does the Institute for Policy Studies believe about wealth?,What does the Institute for Policy Studies believe about the distribution of income in the US?
What are wages and profits determined by?,What does neoclassical economics view inequality in the distribution of income as arising from?
"What is the ""reserve army of labour""?",What is the result of the substitution of capital equipment for labor?
What are wages controlled by?,What are wages determined by a race between the demand for skilled worker and the supply of skilled worker?
What does low demand result in?,What can result in a low wage for a job where there are few able or willing workers?
What does low demand result in?,What will result in a low wage for a job where there are few able or willing workers?
What type of entrepreneurship is motivated by survival needs?,What type of entrepreneurship is driven by achievement-oriented motivation?
What has a direct impact on the level of inequality within a society?,What is an indicator for the effects of progressive tax systems?
What does lack of education lead to?,What do those who can't afford an education receive?
What did S&P recommend?,What did S&P recommend to address the wealth gap in the U.S. economy?
When did the mass high school education movement end?,When did the mass high school education movement result in a decrease in skilled workers?
What did Schmitt and Zipperer believe was the cause of low economic growth?,What did Schmitt and Zipperer say was the main cause of low economic growth in the US?
What do Schmitt and Zipperer attribute to the decline of business regulation?,What do Schmitt and Zipperer point to as the main cause of the decline of union membership?
What is Rosenfield's profession?,What does Rosenfield believe the decline of organized labor has played a more significant role in expanding the income gap than technological changes and globalization?
What has increased income inequality in wealthier countries?,What is the effect of trade liberalization on the wages of low skilled workers in wealthier countries?
What gender pay gap does Bahrain have?,Who is more likely than men to consider factors other than pay when looking for work in Botswana?
What does Kuznets believe is the result of stages of development?,What causes countries with low levels of development to increase wealth?
What is the Kuznets curve now known as?,What did Kuznets' curve predict income inequality would eventually decrease?
What is wealth concentration?,What does the theory of wealth concentration say happens when newly created wealth is concentrated in the possession of already-wealthy individuals or entities?
Who is Joseph Stiglitz?,What does Joseph Stiglitz believe is the main cause of inequality?
What is the most important problem of inequality?,What does Shiller say is the most important problem in the US?
What did Wilkinson and Pickett find in countries with higher inequality?,What did Wilkinson and Pickett find to be the main cause of higher rates of social problems?
Who has a higher GDP per capita?,What did Wilkinson and Pickett find to be more common in countries with higher income?
What is the relationship between crime rate and inequality?,How many studies have shown the relationship between income and crime to be more common in societies where income differences are larger?
"Who wrote ""The Hidden Prosperity of the Poor""?","Who wrote ""The Hidden Prosperity of the Poor"" about consumption inequality?"
What does Rajan believe has created deep financialault lines?,What does Rajan believe has created deep financial 'fault lines' that have made financial crises more likely to happen than in the past?
What does increasing inequality cause?,What do policies aiming at controlling unemployment and reducing inequality do?
What is the main reason for income inequality?,How did Galor and Zeira show that inequality in the presence of credit market imperfections can prevent growth?
When did Barro study income inequality?,What does Barro believe income inequality does to the growth of a country?
What did the 2013 report say about income inequality?,What was the effect of income inequality on the economy in the 1970s?
How is the growth elasticity of poverty determined?,How can the growth elasticity of poverty be reduced?
What caused the decrease in quality rental units?,What did the number of quality rental units decrease in some countries?
What does this result in?,What is the result of the increase in the amount of waste and pollution created by the poor?
Who argues that wealth should be distributed by means of taxation?,Who does Nozick believe should be responsible for the distribution of wealth by government?
How does the capabilities approach view income inequality?,What does the capabilities approach look at income inequality and poverty as?
What does Doctor Who consist of?,What does Doctor Who use to prevent people from working?
Who created Doctor Who?,Who starred in Doctor Who's first series?
When did the Doctor die?,What is the name of the Doctor's TARDIS?
What is the Doctor's job as a Time Lord?,What did the Doctor's companions do when he was wounded?
Who produced Doctor Who?,Who was the BBC's producer of Doctor Who in 1989?
Who produced Doctor Who?,Who was the producer of Doctor Who's first series?
When did Doctor Who return?,In what year did Doctor Who return to its original form?
What did the BBC call Doctor Who?,What did the BBC call the first episode of the Doctor Who show?
Which BBC show was the most violent?,What was the name of the BBC show that was the most violent?
When did Doctor Who end?,When was Doctor Who's Master Plan first aired?
How long are Doctor Who episodes?,How many episodes of Doctor Who were broadcast in 2008?
When were Doctor Who episodes destroyed?,When were Doctor Who episodes stored in the BBC's archives?
Who reconstructed episodes 1 and 4 of The Invasion?,Who reconstructed episodes 1 and 4 of The Invasion for the BBC's DVD?
How many times did the Doctor regenerate?,What did producers introduce the concept of regeneration to allow for the recasting of Doctor Who?
Who played the War Doctor?,Who starred as the War Doctor in 'The Night of the Doctor'?
Who starred in 'The Sirens of Time'?,Who appeared in 'The Sirens of Time' in 2003?
When was 'The Time of the Doctor' released?,What was the name of the episode in which the Doctor appeared as the Doctor?
Who was the Doctor's first companions?,What was the name of the Doctor's companions in the first Doctor Who episode?
Who is the Doctor's primary female companion?,What is the name of the Doctor's female companion?
Who created the Daleks?,Who is Doctor Who's oldest villain?
Who played the Master?,Who played the role of Time Lady in the first episode of Doctor Who?
Who wrote the original theme?,Who wrote the original theme for 'The Trial of a Time Lord'?
Who wrote 'Voyage of the Damned'?,"Who wrote the song ""The Day of the Damned"" for the BBC?"
Who wrote 'Who Is the Doctor'?,"Who wrote the song ""Who Is the Doctor?"""
Who wrote the music for Doctor Who?,Who performed the music from the first two Doctor Who series?
When was 'The Day of the Doctor' released?,When was 'The Day of the Doctor' released in the UK?
When was Doctor Who first broadcast?,When did Doctor Who first appear on BBC Three?
When was Silver Nemesis broadcast?,When did 'The Five Doctors' air on PBS?
What network aired 'The Five Doctors'?,What network aired 'The Five Doctors' in Canada?
Who wrote 'The Christmas Invasion'?,Who wrote a special video introduction for 'The Christmas Invasion'?
Who played the Doctor in Doctor Who?,Who played the Doctor in the 1970s TV show?
When did Torchwood: Miracle Day air?,What was the name of the BBC's third series?
When did the Doctor die?,What was the name of the BBC's 3D special about Doctor Who?
Who wrote the Doctor Who and the Curse of Fatal Death?,Who wrote the script for the Doctor Who and the Curse of Fatal Death?
What was the first Doctor Who audio release?,What is the name of the first Doctor Who audio released?
When was the Doctor Who Adventures published?,What was the name of the first Doctor Who audiobooks?
Who created Doctor Who?,What company produced Doctor Who's first television episode?
What award did Doctor Who receive in 2013?,Who was the first female Doctor Who to receive a BAFTA nomination?
How many BAFTA TV Awards did Doctor Who win?,How many BAFTA TV Awards did Doctor Who win in the year 2000?
Who wrote 'The Doctor's Wife'?,Who nominated Doctor Who for Best Dramatic Presentation in 2012?
How many professional schools does the University of Chicago have?,How many professional schools does the University of Chicago contain?
Who founded the University of Chicago?,"Who created the first man-made, self-sustaining nuclear reaction?"
Who founded the University of Chicago?,Who donated the land for the University of Chicago's first building?
When did the University of Chicago end its affiliation with Shimer College?,What was the University of Chicago's undergraduate program called?
When did student applications decline?,In what year did students at Shimer College begin to attend college?
What was the cost of the Milton Friedman Institute?,In what year did the University of Chicago announce plans to build a new Milton Friedman Institute?
Who designed the Laird Bell Law Quadrangle?,Who designed the University of Chicago's main campus?
What university campus is in Beijing?,What is the name of the university's research center in Beijing?
Who is the President of the University of Chicago?,How many members of the University of Chicago's Board of Trustees are there?
What is Chicago's core curriculum?,How many undergraduate students are required to take courses at the University of Chicago?
How many public charter schools does the University of Chicago have?,How many public charter schools does the University of Chicago Library have?
What is the name of the university's research center?,What is the name of the research center at Chicago?
When was the Logan Center for the Arts opened?,What year was the Logan Center for the Arts opened?
How many students attend the University of Chicago?,How many students did the University of Chicago enroll in the fall quarter of 2014?
What is the name of the student group at the University of Chicago?,What is the name of the student group that runs the University of Chicago's RSO?
What is the annual budget of the University of Chicago?,What is the size of the University of Chicago's community service fraternity?
Who is the third richest man in America?,What is the name of the university's annual winter festival?
Who wrote 'The Closing of the American Mind'?,Who was the author of 'The Closing of the American Mind'?
Who wrote 'Before I Fall'?,Who is 'The Good War' author?
Who was the first American to win the Nobel Prize in Economic Sciences?,Who was the first scientist to win the Nobel Prize in Economic Sciences?
Who was the father of the hydrogen bomb?,Who was the creator of the hydrogen bomb?
Who was the first Nobel Prize winner?,Who is the current Nobel Prize winner for the actinide concept?
Who founded the Yuan dynasty?,Who founded the Yuan Dynasty?
Who was the founder of the Yuan dynasty?,What dynasty did Kublai Khan form?
Who was Güyük's third son?,Who was the third son of Genghis Khan?
Who was Shi Tianze's father?,What dynasty was Shi Tianze in?
Who was Kublai's brother?,What was the name of Kublai's son?
What was Kublai's government in 1262?,What were Kublai's Chinese advisers' monopolies on?
When did Kublai build a new city?,When did Kublai build a new city near the Mongol capital?
Who was the leader of the Jin dynasty?,Who was the Duke Yansheng Kong Duanyou's older brother?
When did Kublai invade Japan?,What was Kublai's capital?
Who was Kublai's third son?,What was the name of Kublai's third son?
Who was Gegeen's successor?,What was the name of the Yuan dynasty's official government?
Who founded the Academy of the Pavilion of the Star of Literature?,Who founded the Academy of the Pavilion of the Star of Literature in 1329?
When did Toghun Temür die?,What did Toghun Temür do after his death?
When did Toghtogha dismiss Toghtogha?,"When Toghtogha led a large army to crush the Red Turban rebels, what did Toghun Temür do?"
What religion promoted trade between East and West?,What religions promoted trade between East and West during the Yuan dynasty?
Who wrote Il milione?,Who was the most famous Venetian explorer?
What was the Yuan dynasty known for?,What type of people ruled China during the Yuan era?
Who controlled the Yuan government?,Who was the leader of the Yuan government at the time of Kublai's reign?
Who wrote poetry?,When did the 'Phags-pa script' come into being?
What did Kublai Khan favor?,What type of art did Kublai Khan prefer?
When did Zhu Shijie die?,When was the Jade Mirror of the Four Unknowns published?
What was the Shoushi Li?,What did the Mongols use for their astronomical calculations?
What were the four Great Schools?,What was the name of the Chinese medical tradition that the Yuan inherited from the Jin dynasty?
Who founded the Office of Western Medicine?,What was the name of the Chinese physician who created the Office of Western Medicine?
What was the Yuan's paper money made from?,What did the Yuan government use to print paper money?
Who did the Mongols send to Burma?,Who did the Mongols send to Besh Baliq and Almaliq?
Who was the founder of the Ming dynasty?,Who was the leader of the Hui Muslims?
Who was ranked higher than the Korean King?,Who was ranked higher by the Mongols than the Korean King?
Who was the Central Secretariat?,What city was the Central Secretariat located in?
What is Kenya's capital?,What country has Kenya's largest city?
When did Kenya become independent?,When did the British Empire establish the East Africa Protectorate?
Who recorded the name Kenya?,What are the names of the big five game animals in Africa?
How long ago did the Turkana Boy live?,When did the Turkana Boy find its way to Kenya?
Who founded the city of Malindi?,Who was the leader of the Swahili government at the time of the war?
When did the British invade Kenya?,When was Warũhiũ Itote captured by the British?
When did Kenya become a republic?,When did the colony of Kenya and the Protectorate of Kenya cease to exist?
What does Kenya have?,What is the role of the president?
Who ran against Kibaki in 2012?,Who ran against Kibaki in the 2012 elections?
When did Kenya form a coalition government?,When did Kibaki and Odinga agree to form a coalition government?
When was the signing ceremony held?,When did Kibaki and Odinga agree to a power sharing agreement?
When was the Security Laws Amendment Bill passed?,When did Kenyatta sign a Security Laws Amendment Bill?
Who visited Kenya in 2013?,Who was the first American president to visit Kenya while serving as president?
What is Kenya's Human Development Index?,What has Kenya's Human Development Index been criticized for?
What is Kenya's largest source of foreign exchange?,What is the largest source of foreign exchange in Kenya?
What are Kenya's main crops?,What are the main growth sectors of Kenya?
What is the most successful agricultural production region in Africa?,What area of Kenya is home to the most successful agricultural production?
What is Kenya's largest source of electricity?,What does Kenya have the largest share of its electricity supply from?
What is China's involvement in Kenya?,What did Guangyuan say China was doing to Kenya's oil reserves?
What is Kenya's National Climate Change Action Plan?,What is Kenya's national climate change action plan called?
How many Kenyans speak English?,What are the majority of Kenyans' official languages?
How much of Kenya's population is Muslim?,What is the population of Kenya's coastal region?
What was Kenya's first system of education?,How many Kenyans live below the poverty line in Kenya?
When was Kenya's 8-4-3 system created?,When was Kenya's 8-4-4 system introduced?
When did Kenya introduce free primary education?,When did the Government of Kenya introduce free primary school?
What is the KCPE?,What does the Kenya Certificate of Primary Education stand for?
What is Kenya known for?,How many medals did Kenya win at the 2008 Olympics?
What is Kenya's most successful team sport?,When was Kenya's women's volleyball team suspended?
Who is the Intergovernmental Panel on Climate Change?,Who is the Intergovernmental Panel on Climate Change based in?
Who is the Chair of the IPCC?,Who is the Chair of the IPCC since 2015?
What does UNEP stand for?,How many people attended the IPCC Trust Fund meeting?
What does the WMO stand for?,"How many ""lead authors"" do authors of IPCC reports have?"
What does the WG I Summary for Policymakers say humans are responsible for?,What does the executive summary of the WG I Summary for Policymakers say human activities have done?
Who is John Houghton?,Who was a co-chair of the TAR WGI?
When were the Special Reports published?,In what year did the UNFCCC publish the Special Report on Renewable Energy Sources and Climate Change Mitigation?
What did the IPCC say about 2035?,What did the IPCC say about the errors in the final summary of the report?
What was the MBH99 based on?,"Who wrote the paper ""Millennial Northern Hemisphere temperature reconstruction""?"
Who was chairman of the House Committee on Energy and Commerce in 2005?,Who was chairman of the House Committee on Commerce and Commerce in 2005?
When was the report published?,In what year did the IPCC Fourth Assessment Report publish its findings?
When was the Third Assessment Report published?,What did Oppenheimer say the IPCC overestimated in its Third Assessment Report?
Who implemented the Kyoto Protocol?,Who was responsible for the Kyoto Protocol's failure?
What does the Fourth Assessment Report call for?,How many climate scientists wrote in 2010 calling for changes to the climate system?
What do chloroplasts do?,What is chloroplasts' ability to produce organic molecules?
What is the origin of chloroplasts?,What does Mereschkowski believe chloroplasts are?
What type of cell wall does chlorobacterium have?,How long ago did the cyanobacterium live within the host cell?
What is another name for chloroplast?,What is the name of the chloroplast lineage?
What do chlorophyll a and phycobilins contain?,What do chlorophyll a and phycobilins have in common with the chloroplast?
What do chloroplasts contain?,What part of the chloroplast did chloroplasts have?
What is paramylon?,What kind of chloroplasts contain a pyrenoid and thylakoids?
What do apicomplexans store their energy in?,What do apicomplexans store their energy?
What is the most common chloroplast?,What type of chloroplast is the most common?
What did the chloroplast lose?,What is the chloroplast of the Dinophysis lineages?
What is chloroplast?,What part of the chloroplast is chloroplast?
What do chloroplasts originate from?,How many base pairs of DNA do chloroplasts contain?
What was chloroplast DNA first sequenced?,What is the chloroplast DNA of liverwort and tobacco?
What does the D-loop do?,"When replication forks form, what does chloroplast DNA become susceptible to deamination?"
How do some plants have linear cpDNA?,What is the predominant theory that most cpDNA replicates through homologous recombination and replication?
What does phosphorylation do?,What part of the chloroplast does phosphorylation take place on?
What shape do chloroplasts have?,What shape do chloroplasts have in common?
What is the chloroplast double membrane compared to?,What is the chloroplast double membrane compared to in terms of function?
Where is the chloroplast peripheral reticulum found?,When were chloroplast peripheral reticulum first observed?
What are plastoglobuli?,What does plastoglobuli consist of?
What do plastoglobuli consist of?,What is the structure of plastoglobuli in a chloroplasts?
What does grana contain?,What type of thylakoids are found around grana?
What do thylakoids do?,What do thylakoids do in the thylakoid membranes?
What color are carotenoids?,How large are the photosynthetic carotenoids in chloroplasts?
What is rubisco?,What do chloroplasts use rubisco to separate carbon dioxide and oxygen?
What are chloroplasts specialized for?,What do chloroplasts have in common with other cells?
How many chloroplasts are found in a leaf?,How much chloroplasts are found in a leaf?
What is the hypersensitive response?,What do chloroplasts do to protect themselves from?
What do chloroplasts produce?,What do chloroplasts produce when they sense stress in a cell?
What does ATP synthase do?,"What do chloroplasts use the energy stored in an H+, or hydrogen ion gradient to create?"
What is cyclic photophosphorylation?,What does cyclic photophosphorylation do in C4 plants?
What can cause chloroplast growth?,What can cause chloroplast starch to become too large?
Where are chloroplasts found?,What are chloroplasts made of?
What is an etioplast?,What are chloroplasts called?
What does ARC6 form?,What do FtsZ1 and FtsZ2 form in chloroplast?
How large are chloroplasts?,How many plastid-dividing rings do chloroplasts need to form?
What is a natural number greater than 1 that has no positive divisors other than 1?,What is another name for a natural number greater than 1 that has no positive divisors other than 1?
What is a simple but slow method of verifying the primality of a given number?,What is a simple but slow method of verifying the primality of a given number called?
What is the prime number theorem?,When did the prime number theorem come to be?
Who said that any number greater than 2 is prime?,Who said that any number greater than 2 is prime because it has at least three distinct divisors?
Who thought 1 was a prime number?,What did Goldbach say 1's relationship to its corresponding value of Euler's totient function was?
Who wrote the Sieve of Eratosthenes?,What is the earliest known proof of the existence of prime numbers?
What is the most basic method of checking the primality of a given integer n?,What is the most basic method of checking primality of a given integer n?
What is the Fermat primality test?,What is another example of a probabilistic test called?
What primes are known as factorial primes?,What is the name of the primes that are of the form 2p + 1?
What is Bertrand's postulate?,What does Bertrand's postulate say is prime for?
What is the density of all primes congruent a modulo 9?,What does Dirichlet's theorem say about the number of primes in a progression?
What is the Riemann hypothesis?,What does the Riemann hypothesis state that the irregularity in the distribution of primes only comes from?
What is Goldbach's conjecture?,What does Goldbach's conjecture say about the distribution of primes?
What are prime numbers used for?,What did G. H. Hardy believe prime numbers were used for in the 1970s?
What is Wilson's theorem?,What type of primes are frequently used in RSA?
What is prime number?,What is the prime number of a cicada?
What does prime mean?,What is an element p of R called when it is not a unit?
What is the fundamental theorem of arithmetic?,What is the term for the set of complex numbers of the form a + bi where i denotes the imaginary unit and a and b are arbitrary integers?
